"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-10.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-10.5,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",174.2,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",174,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",171.9,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",169.8,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",166.6,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",160.5,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",154.2,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",153.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",-2.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",-1.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",-1.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",-0.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",-0.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-3.9,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",1.1,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",2.6,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",-0.6,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",-0.8,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",-2.6,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",-2.4,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-3.8,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-0.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q3","Sep-2017",5.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q4","Dec-2017",3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q1","Mar-2018",1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q2","Jun-2018",-1.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",-1.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",-4.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-6.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-6.5,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",118.7,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",119.4,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",120,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",120.4,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",121.1,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",121.2,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",121,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",120.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",-2.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",-2.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",-3.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",-1.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",-2.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",-2.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-1.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-2.6,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",98.1,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",97.1,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",96.9,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",96.2,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",96.2,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",96.3,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",94.4,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",93,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",104.9,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",106.3,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",105.2,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",105.4,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",104.9,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",104,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",102.6,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",101.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",4.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",2.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",2.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",2.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",-0.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-0.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-2.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",4.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",4.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",4.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",1.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",0.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",-2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-5.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-5.8,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",1.6,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",2.6,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",-0.5,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",-1,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",-3,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",-3.2,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-3.7,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",-1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",1.1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",-0.1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",-0.6,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",-1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-1.1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-1.4,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q3","Sep-2017",146.2,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q4","Dec-2017",147.6,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q1","Mar-2018",146.6,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q2","Jun-2018",145.6,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",143.4,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",140,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",135.8,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",134.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q3","Sep-2017",-1.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2017-Q4","Dec-2017",-1.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q1","Mar-2018",-1.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q2","Jun-2018",-0.4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q3","Sep-2018",0,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2018-Q4","Dec-2018",-2.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-3.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",6.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",5.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",3.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",3.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",1.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",0,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",-0.4,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",121,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",121.8,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",123,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",123.3,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",123.8,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",123.9,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",123.7,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",122.8,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q3","Sep-2017",150.4,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q4","Dec-2017",154.3,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q1","Mar-2018",153.4,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q2","Jun-2018",152.1,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q3","Sep-2018",148.1,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2018-Q4","Dec-2018",144.5,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",139,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",137.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q3","Sep-2017",-1.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2017-Q4","Dec-2017",1.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q1","Mar-2018",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q2","Jun-2018",0.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q3","Sep-2018",0.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2018-Q4","Dec-2018",0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",-1.2,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2017-Q3","Sep-2017",128.8,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2017-Q4","Dec-2017",133.9,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2018-Q1","Mar-2018",140.5,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2018-Q2","Jun-2018",144.5,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2018-Q3","Sep-2018",145.8,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2018-Q4","Dec-2018",146.2,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",145.9,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",146.4,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",111.6,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",110.3,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",110.6,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",111,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",110.8,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",109.3,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",107.6,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",107.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q3","Sep-2017",1.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2017-Q4","Dec-2017",0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q1","Mar-2018",-1.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q2","Jun-2018",1.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q3","Sep-2018",1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2018-Q4","Dec-2018",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",0,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",-5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",-4.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",-4.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",-4.4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",-1.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",-0.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-2.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-3.3,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2017-Q3","Sep-2017",-2.6,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2017-Q4","Dec-2017",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q1","Mar-2018",-1.1,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q2","Jun-2018",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q3","Sep-2018",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2018-Q4","Dec-2018",-0.6,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-1.8,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-1.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2017-Q3","Sep-2017",5.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2017-Q4","Dec-2017",3.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q1","Mar-2018",0.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q2","Jun-2018",4,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q3","Sep-2018",3,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2018-Q4","Dec-2018",3.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",0.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",-1.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",0,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",-0.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",-1.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",-1.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",-3.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",-3.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",-1,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q3","Sep-2017",0.7,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q4","Dec-2017",0.9,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q1","Mar-2018",-0.6,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q2","Jun-2018",0.7,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q3","Sep-2018",0.6,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2018-Q4","Dec-2018",-1.1,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-0.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",9.4,,
